Country Name,Supply Plan Bucket Description,L5 - Product,Review Status - Inventory,Review Status - Supply Plan,DataMeasure,Scenario,Period,Value
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2026-05,116106.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2026-06,116106.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2026-07,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2026-08,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2026-09,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2026-10,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2026-11,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2026-12,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-01,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-02,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-03,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-04,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-05,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-06,118660.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-07,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-08,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-09,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-10,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-11,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2027-12,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2028-01,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2028-02,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2028-03,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2028-04,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2028-05,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Prev. Monthly Consumption,Base,2028-06,121271.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-03,686518.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-04,570412.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-05,454306.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-06,338200.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-07,219540.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-08,2827380.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-09,2708720.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-10,2590060.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-11,2471400.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2026-12,2352740.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-01,2234080.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-02,2847820.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-03,2729160.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-04,2610500.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-05,2491840.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-06,2373180.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-07,2251909.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-08,2889638.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-09,2768367.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-10,2647096.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-11,2525825.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2027-12,2404554.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-01,2283283.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-02,2910412.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-03,2789141.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-04,2667870.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-05,2546599.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-06,2425328.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-07,2425328.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-08,2425328.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Supply Plan Inventory,Base,2028-09,2425328.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Monthly Inventory,Base,2026-03,686518.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Monthly Inventory,Base,2026-04,599580.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Monthly Inventory,Base,2026-05,488302.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Monthly Inventory,Base,2026-06,396358.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Monthly Inventory,Base,2026-07,249421.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-03,52109.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-04,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-05,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-06,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-07,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-08,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-09,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-10,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-11,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2026-12,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-01,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-02,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-03,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-04,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-05,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-06,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-07,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-08,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-09,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-10,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-11,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2027-12,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-01,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-02,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-03,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-04,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-05,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-06,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-07,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-08,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory Adjustment,Base,2028-09,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Expected Requirements,Base,2026-08,2726500.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Expected Requirements,Base,2027-02,732400.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Expected Requirements,Base,2027-08,759000.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Expected Requirements,Base,2028-02,748400.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Un-Shipped Orders,Base,2026-10,560000.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Un-Shipped Orders,Base,2026-11,870000.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,In-Transit Shipments,Base,2026-08,1312000.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-03,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-04,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-05,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-06,0.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-07,249421.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-08,1442761.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-09,1324101.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-10,1765441.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-11,2516781.0
Kenya,MOH Supply Plan,"Medroxyprogesterone Acetate 104 mg/0.65 mL, Subcutaneous, Pre-Filled Device",In Review,Ready to Use Approved,Projected Inventory,Base,2026-12,2398121.0
